codigo_estructura,potencia,tipo,potencia2,porcentaje_perdida,doblenivel,descripcion_larga,desc_nemot,perdidas_w,perdidas2_w
ESS0123,,,0,0,,Est. 6 kV 2F Bandera Angular dos deriv. 2F Centrada Retención,ESS-2BA+2CR+2CR,,
TRV0319,125,C,0,0,,Banco de 2 transformadores en paralelo 22 kV monofásicos 125 kVA en poste,TRV-1B125,,
ECR0038,100,E,0,0,,Regulador de voltaje bobina múltiple 34.5kV 3F 100 kVA ctrl electrónico,ECR-3EE100,,
EST0112,,,0,0,,Est. 13 kV 3F Dos Postes Pasante dos deriv. 1F Centrada Retención,EST-3HP+1CR+1CR,,
SPT0061,,,0,0,,Secc. 13kV 3F con reconectador 600A BIL 95,SPT-3R600_95,,
SDD0141,4,,,,,SGDA 220V 2F Fotovoltaica de 4kW,SDD-2F4,,
TRT0190,501,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 501 KVA en cámara,TRT-3I501,,
COO0321,,,0,0,,Conductor Al. Preensamblado 3x35 + Nx50 mm²,CO0-0T3X35(50),,
ESR0088,,,0,0,,Est. 34.5 kV 3F Dos Postes Angular,ESR-3HA,,
TRR0234,90,C,0,0,,Transformador 34.5 kV 3F conv. 90 kVA en cámara,TRR-3O90,,
TRT0058,630,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 630KVA,TRT-3P630,,
TRR0011,10,A,0,0,,Transformador 34.5 kV 1F autoproteg. 10 kVA en poste,TRR-1A10,,
ESD0022,,,0,0,,Est. 240V 4 vías Vertical Retención deriv. 4 vías Vertical Retención,ESD-4ER+4ER,,
APO0421,100,C,0,15,,Proy. 240 V Hg 100 W en fachada con red preen Autocontrolado pot. cte. C,APD-0FPCM100AC,15,
TRR0071,15,C,0,0,,Transformador 34.5 kV 1F conv. 15 kVA en cámara,TRR-1O15,,
TUT0132,250,C,0,0,,Transformador  13kV 1F conv. frente muerto 250 kVA,TUT-1M250,0,0
ECV0055,900,C,0,0,,Capacitor fijo 22kV 3F 900kVAR,ECV-3C900,,
SSD0015,,,0,0,,Secc. red subt. 220 V 3F con interruptor termomagnético  225 A,SSD-3N225,,
TRV0176,434,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 434 kVA en cámara,TRV-3I434,,
TRT0450,350,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 350 KVA en poste,TRT-3N350,,
TRT0020,50,C,0,0,,Transformador 13 kV 3F conv. 50 kVA en poste,TRT-3C50,,
ECR0031,200,M,0,0,,Regulador de voltaje bobina múltiple 34.5kV 1F 200 kVA ctrl manual,ECR-1EM200,,
ESR0008,,,0,0,,Est. 34.5 kV 1F En volado Doble retención,ESR-1VD,,
EU0032,,,0,0,,"Est.red subt. banco ductos,config.2x2 de Ø160 mm+1x2 de Ø110 mm calzada",EU0-0B(2X2C+1x2B)2,,
EST0107,,,0,0,,Est. 13 kV 3F Dos Postes Angular deriv. 1F Centrada Pasante,EST-3HA+1CP,,
COO0194,,,0,0,,"Multiconductor de Cu, aislado  600 V, Tipo PVC  No.4X8 AWG, 7 hilos",CO0-0N4x8,,
MED0019,,,0,0,,Medidor 240V 2F3H - Especiales Electrónico. Energía A-D - 20 A_Forma 5S,MED-3D20_5S,,
COO0229,,,0,0,,CONDUCTOR ACAR #250 MCM,CO0-0S250,,
ECR0064,450,A,0,0,,Capacitor automático 34.5kV 3F 450kVAR,ECR-3A450,,
TRR0139,112.5,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 112.5 KVA en cámara,TRR-3V112.5,,
TRR0328,37.5,C,0,0,,Transformador 34.5 kV 2F conv. 37.5 kVA en cámara,TRR-2O37.5,,
TRV0338,75,C,0,0,,Banco de 2 transformadores en paralelo 22 kV monofásicos 75 kVA en cámara,TRV-1V75,,
POO5014,,,0,0,,Poste Hormigón armado rectangular de 16m carga de rotura 750kg,PO0-0HR16_750,,
COO0263,,,0,0,,Conductor Clase 15kV Cu 600 MCM,CO0-0V600,,
TUT0050,200,C,0,0,,Transformador  13kV 3F  seco 200 kVA,TUT-3D200,,
TUS0047,250,C,0,0,,Transformador  6kV 3F  seco 250 kVA,TUS-3D250,,
TRT0402,10,C,0,0,,Transformador 13 kV 1F semiprot. 10 kVA en poste,TRT-1R10,,
COO0078,,,0,0,,Conductor Concéntrico Cu 2x14,CO0-0W2x14,,
POO8304,,,0,0,,Poste Hormigón armado Circular de 10.5m carga de rotura 500kg,PO0-0HC10.5_500,,
TRR0237,190,C,0,0,,Transformador 34.5 kV 3F conv. 190 kVA en cámara,TRR-3O190,,
AOD0028,150,C,0,13,C,Lum. 240 V Ornamental Na 150 W en piso Autocont. pot. cte.,AOD-0ILS150AC,19.5,
TRR0220,20,C,0,0,,Transformador 34.5 kV 3F conv. 20 kVA  en poste,TRR-3C20,,
APO0339,250,D,150,12,S,Lum. 240 V Na250 W en poste con red subt Autocontrolada Dob.niv.pot. C,APD-0SLCS250AD,30,19.5
TRV0285,90,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 90 kVA en poste,TRV-3N90,,
COO0222,,,0,0,,Conductor Clase 35KV Al 3/0 AWG,CO0-0L3/0,,
POO0301,,,0,0,,Poste Plástico fibra de vidrio Circular de 9m carga de rotura 350kg,PO0-0PC9_350,,
ESR0048,,,0,0,,Est. 34.5 kV 2F Centrada Pasante deriv. 2F Centrada Retención,ESR-2CP+2CR,,
POO10022,,,0,0,,Poste Hormigón armado rectangular de 19m carga de rotura 1600kg,PO0-0HR19_1600,,
SDT0127,1.5,,,,,"SGDA 13,8kV 2F Fotovoltaica de 1.5kW",SDT-2F1.5,,
SPS0115,,,0,0,,Secc. 6kV 3F con interruptor 400A BIL 125,SPS-3I400_125,,
TUV0032,60,C,0,0,,Transformador  22kV 3F sumerg.  60 kVA,TUV-3S60,,
APO0979,212,D,148,10,D,Lum. 240V Led 212 W en poste  con red aérea Autocontrolada Dob.Niv.Pot. C,APD-0PLCL212AD,21.2,14.8
SPT0087,,,0,0,,Secc. 13kV 3F con reconectador 560A BIL 150,SPT-3R560_150,,
TUS0028,300,C,0,0,,Transformador  6kV 3F sumerg. 300 kVA,TUS-3S300,,
EST0042,,,0,0,,Est. 13 kV 1F Centrada Angular deriv. 1F Centrada Retención,EST-1CA+1CR,,
TRR0195,750,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 750 KVA en cámara,TRR-3I750,,
EU0040,,,0,0,,Est.red subt.  pozo de l>80; a>80; p>100,EU0-0PZ,,
APO0233,125,C,0,13,C,Lum. 240 V Hg 125 W en poste con red preen Autocontrolada pot. cte. C,APD-0OLCM125AC,16.25,
ESD0011,,,0,0,,Est. 240V 4 vías En volado Pasante,ESD-4OP,,
COO0180,,,0,0,,Conductor Multiplex Al 3x2/0 AWG,CO0-0J3x2/0,,
COO0103,,,0,0,,Conductor Clase 15kV Al 4 AWG,CO0-0Z4,,
ESV0046,,,0,0,,Est. 22 kV 1F Centrada Retención deriv. 1F Centrada Retención,ESV-1CR+1CR,,
POO4310,,,0,0,,Poste Hormigón armado Rectangular de 23 m carga de rotura 1200 kg,PO0-0HR23_1200,,
POO0304,,,0,0,,Poste Plástico fibra de vidrio Circular de 9m carga de rotura 500kg,PO0-0PC9_500,,
SSV0059,,,0,0,,"Secc. red subt. 22kV 2F con descarg. premold., MCOV 15,3kV",SSV-2D15,,
ECV0043,144,M,0,0,,Regulador de voltaje bobina fija 22kV 1F 144 kVA ctrl manual,ECV-1RM144,,
APO0776,120,C,0,10,,Lum. 240 V Led 120 W en fachada con red subt Autocontrolada pot. cte. C,APD-0ALCL120AC,12,
COO0262,,,0,0,,Conductor Clase 15kV Cu 6 AWG,CO0-0V6,,
TRV0426,130,C,0,0,,Transformador 22 kV 3F conv. 130 kVA en cámara,TRV-3O130,,
POO1104,,,0,0,,Poste Hormigón armado Rectangular de 11m carga de rotura 500kg,PO0-0HR11_500,,
ECS0068,50,A,0,0,,Capacitor automático 6kV 2F 50kVAR,ECS-2A50,,
TRS0106,4500,C,0,0,,Transformador 6 kV 3F Pedestal o Padmounted 4500 kVA,TRS-3P4500,,
TRR0293,700,C,0,0,,Transformador 34.5 kV 3F conv. 700 kVA en cámara,TRR-3O700,,
COO0065,,,0,0,,Conductor TTU Cu #4 AWG,CO0-0P4,,
TRR0014,37.5,A,0,0,,Transformador 34.5 kV 1F autoproteg. 37.5 kVA en poste,TRR-1A37.5,,
TRR0121,112.5,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 112.5 KVA en poste,TRR-3N112.5,,
SDD0282,80,,,,,SGDA 220V 3F Fotovoltaica de 80kW,SDD-3F80,,
SPT0049,,,0,0,,Secc. 13kV 3F con secc. trip. oper. con carga con disp. rompearco 100A,SPT-3N100,,
SPT0018,,,0,0,,Secc. 13kV 1F con reconectador 400A BIL 125,SPT-1R400_125,,
TRT0356,180,C,0,0,,Transformador 13 kV 3F conv. 180 kVA en cámara,TRT-3O180,,
SDD0047,4.5,,,,,SGDA 240V 1F Fotovoltaica de 4.5kW,SDD-1F4.5,,
TRT0330,1250,C,0,0,,Transformador 13 kV 3F conv. 1250 kVA en cámara,TRT-3O1250,,
ECT0059,900,C,0,0,,Capacitor fijo 13kV 3F 900kVAR,ECT-3C900,,
TRV0299,25,C,0,0,,Banco de 2 transformadores en paralelo 22 kV monofásicos 25 kVA en poste,TRV-1B25,,
POO6000,,,0,0,,Poste Metálico Ornamental de 8m,PO0-0EO8,,
SDV0085,9.9,,,,,SGDA 22kV 1F Fotovoltaica de 9.9kW,SDV-1F9.9,,
TRV0353,242,C,0,0,,Banco de 2 transformadores en paralelo 22 kV monofásicos 242 kVA en cámara,TRV-1V242,,
TRV0222,60,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 60 kVA,TRV-3P60,,
ESS0049,,,0,0,,Est. 6 kV 2F Centrada Pasante deriv. 2F Centrada Retención,ESS-2CP+2CR,,
SDD0236,11.5,,,,,SGDA 220V 3F Fotovoltaica de 11.5kW,SDD-3F11.5,,
MEC0009,,,0,0,,Medidor 120V 1F2H - Masivos Electromecánico. Energía Activa - 100 A_Forma 13A,MEC-1L100_13A,,
ECV0052,400,C,0,0,,Capacitor fijo 22kV 3F 400kVAR,ECV-3C400,,
COO0256,,,0,0,,Conductor TW Cu # 450 MCM,CO0-0O450,,
APO0991,90,C,0,10,C,Lum. 240 V Led 90 W en poste con red subt Autocontrolada pot. cte. C,APD-0SLCL90AC,9,0
ECR0049,167,M,0,0,,Regulador de voltaje bobina fija 34.5kV 1F 167 kVA ctrl manual,ECR-1RM167,,
SDT0326,800,,,,,"SGDA 13,8kV 3F Fotovoltaica de 800kW",SDT-3F800,,
TUT0016,50,C,0,0,,Transformador  13kV 3F conv. frente muerto  50 kVA,TUT-3M50,,
POO11100,,,0,0,,Poste Metálico Ornamental de 10.5m,PO0-0EO10.5,,
SPS0092,,,0,0,,Secc. 6kV 3F con reconectador 630A BIL 150,SPS-3R630_150,,
COO0243,,,0,0,,CONDUCTOR AAAC 6201 #266.8 MCM,CO0-0D266.8,,
EST0030,,,0,0,,Est. 13 kV 3F En volado Doble retención,EST-3VD,,
SSS0005,,,0,0,,"Secc. red subt. 6kV 2F con conector tipo T,  600 A",SSS-2T600,,
SDD0306,240,,,,,SGDA 220V 3F Fotovoltaica de 240kW,SDD-3F240,,
POO4210,,,0,0,,Poste Hormigón armado Rectangular de 21 m carga de rotura 1200 kg,PO0-0HR21_1200,,
EST0072,,,0,0,,Est. 13 kV 3F Neutro Alineado en Cruceta Centrada Retención,EST-3NR,,
COO0406,,,0,0,,Conductor Al. Preensamblado 2x95 + Nx95 mm² + HPx25 mm²,CO0-0T2X95(95)+25,,
ESV0059,,,0,0,,Est. 22 kV 3F Centrada Retención deriv. 2F Centrada Retención,ESV-3CR+2CR,,
POO4023,,,0,0,,Poste Hormigón armado Rectangular de 16.5 m carga de rotura 1400 kg,PO0-0HR16.5_1400,,
TRV0346,125,C,0,0,,Banco de 2 transformadores en paralelo 22 kV monofásicos 125 kVA en cámara,TRV-1V125,,
COO0026,,,0,0,,Conductor AAAC 6201 #1/0 AWG,CO0-0D1/0,,
TRR0344,5,C,0,0,,Transformador 34.5 kV 3F Pedestal o Padmounted 5 kVA,TRR-3P5,,
ESS0100,,,0,0,,Est. 6 kV 3F En Volado Angular deriv. 3F Semicentrada Retención,ESS-3VA+3SR,,
TRR0384,25,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 25 KVA en cámara,TRR-1V25,,
TRV0116,120,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 120 kVA,TRV-3P120,,
TRV0409,850,C,0,0,,Transformador 22 kV 3F conv. 850 kVA en cámara,TRV-3O850,,
TRS0134,192,C,0,0,,Transformador 6 kV 3F conv. 192 kVA  en cámara,TRS-3O192,,
COO0179,,,0,0,,Conductor Multiplex Al 2x2/0 AWG,CO0-0J2x2/0,,
TRS0197,700,C,0,0,,Transformador 6 kV 3F conv. 700 kVA en cámara,TRS-3O700,,
COO0415,0,,0,0,,Conductor Semiaislado o Ecológico Clase 15kV Al 300 MCM,CO0-0F300,0,0
PTO0003,,,0,0,,P. a Tierra en Red Secun. Desnuda Cond. Cu Cal. 2 AWG 1 Var.,PT0-0DC2_1,,
SPT0038,,,0,0,,Secc. 13kV 3F con seccionador de cuchilla   200A,SPT-3C200,,
ECR0025,50,E,0,0,,Regulador de voltaje bobina fija 34.5kV 3F 50 kVA ctrl electrónico,ECR-3RE50,,
TRT0495,32.5,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 32.5 KVA en poste (15KVA-17.5KVA),TRT-3B32.5,0,0
ESS0079,,,0,0,,Est. 6 kV 3F Bandera Doble Retención deriv. 2F Centrada Retención,ESS-3BD+2CR,,
SSV0003,,,0,0,,"Secc. red subt. 22kV 3F con conector tipo Codo,  200 A",SSV-3C200,,
TRR0435,192.5,C,0,0,,Transformador 34.5 kV 3F conv. 192.5 kVA en cámara,TRR-3O192.5,,
SDD0149,5.3,,,,,SGDA 220V 2F Fotovoltaica de 5.3kW,SDD-2F5.3,,
TRS0263,85,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 85 KVA en cámara,TRS-2V85,,
SPR0055,,,0,0,,Secc. 34.5kV 3F con interruptor 100A BIL 150,SPR-3I100_150,,
ECT0072,400,A,0,0,,Capacitor automático 13kV 1F 400kVAR,ECT-1A400,,
AOD0084,400,C,0,12,C,Proy. 240 V Ornamental Na 400 W en poste Hilo Piloto. pot. cte.,AOD-0PPS400PC,48,
AOD0016,175,C,0,12,C,Lum. 240 V Ornamental Hg 175 W en Fachada Autocont. pot. cte.,AOD-0FLM175AC,21,
TAV0009,,,0,0,,Tensor en A en redes de dist. 22 kV,TAV-0AS,,
SDD0208,5.82,,,,,SGDA 220V 3F Fotovoltaica de 5.82kW,SDD-3F5.82,,
TRT0194,667,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 667 KVA en cámara,TRT-3I667,,
TRT0015,50,A,0,0,,Transformador 13 kV 1F autoproteg. 50 kVA en poste,TRT-1A50,,
ESS0119,,,0,0,,Est. 6 kV 3F Centrada Pasante deriv. 3F Semicentrada Retención,ESS-3CP+3SR,,
POO3415,,,0,0,,Poste Hormigón armado Rectangular de 20m carga de rotura 2400kg,PO0-0HR20_2400,,
SPT0107,,,0,0,,Secc. 13kV 3F con reconectador 800A BIL 95,SPT-3R800_95,,
ECV0056,1200,C,0,0,,Capacitor fijo 22kV 3F 1200kVAR,ECV-3C1200,,
APO0416,1000,C,0,12,,Proy. 240 V Hg 1000 W en poste con red subt Autocontrolado pot. cte. C,APD-0SPCM1000AC,120,
SPV0096,,,0,0,,Secc. 22kV 3F con interruptor 1250A BIL 75,SPV-3I1250_75,,
TRR0186,434,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 434 KVA en cámara,TRR-3I434,,
TRT0161,87.5,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 87.5 KVA en cámara,TRT-3I87.5,,
SDD0075,8.28,,,,,SGDA 240V 1F Fotovoltaica de 8.28kW,SDD-1F8.28,,
POO0112,,,0,0,,Poste Hormigón armado Circular de 9m carga de rotura 2000kg,PO0-0HC9_2000,,
ESS0020,,,0,0,,Est. 6 kV 3F Centrada Angular,ESS-3CA,,
TRV0304,47.5,C,0,0,,Banco de 2 transformadores en paralelo 22 kV monofásicos 47.5 kVA en poste,TRV-1B47.5,,
TRR0090,47.5,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 47.5 KVA en poste,TRR-3B47.5,,
AOD0064,250,C,0,12,C,Proy. 240 V Ornamental Hg 250 W en poste Autocont. pot. cte.,AOD-0PPM250AC,30,
APO0727,114,C,0,10,,Lum. 240 V Led 114 W en fachada con red preen Autocontrolada pot. cte. C,APD-0FLCL114AC,11.4,
POO8901,,,0,0,,Poste Hormigón armado Ornamental de 7m carga de rotura 350kg,PO0-0HO7_350,,
TRT0324,2500,C,0,0,,Transformador 13 kV 3F conv. 2500 kVA en cámara,TRT-3O2500,,
SSD0017,,,0,0,,Secc. red subt. 220 V 3F con interruptor termomagnético  300 A,SSD-3N300,,
ECT0071,150,A,0,0,,Capacitor automático 13kV 1F 150kVAR,ECT-1A150,,
SPV0035,,,0,0,,Secc. 22kV 3F con seccionador de cuchilla con disp. rompearco 100A,SPV-3O100,,
TRT0459,30,C,0,0,,Transformador 13 kV 1F conv. 30 kVA en cámara,TRT-1O30,,
SSD0031,,,0,0,,"Secc. red subt. 220 V 3F con tablero de distribución,  1000A, 2 circuitos",SSD-3L1000_2,,
TRR0063,1050,C,0,0,,Transformador 34.5 kV 3F Pedestal o Padmounted 1050KVA,TRR-3P1050,,
ESS0009,,,0,0,,Est. 6 kV 2F Bandera Angular,ESS-2BA,,
TUT0123,600,C,0,0,,Banco de 3 transformadores 13 kV 1F convenc. Frente muerto 600 kVA,TUT-3R600,,
ECV0030,100,M,0,0,,Regulador de voltaje bobina múltiple 22kV 1F 100 kVA ctrl manual,ECV-1EM100,,
TUT0114,384,C,0,0,,Banco de 3 transformadores 13 kV 1F convenc. Frente muerto 384 kVA,TUT-3R384,,
POO3900,,,0,0,,Poste Madera Circular de 8.5m,PO0-0MC8.5,,
TRR0001,3,C,0,0,,Transformador 34.5 kV 1F conv.  3 kVA en poste,TRR-1C3,,
TRR0016,75,A,0,0,,Transformador 34.5 kV 1F autoproteg. 75 kVA en poste,TRR-1A75,,
SPV0084,,,0,0,,Secc. 22kV 3F con reconectador 630A BIL 75,SPV-3R630_75,,
ESV0068,,,0,0,,Est. 22 kV 3F Bandera Pasante,ESV-3BP,,
SPV0037,,,0,0,,Secc. 22kV 3F con seccionador de cuchilla con disp. rompearco 300A,SPV-3O300,,
POO4904,,,0,0,,Poste Hormigón armado Circular de 8m carga de rotura 500kg,PO0-0HC8_500,,
COO0297,,,0,0,,Conductor Al. Preesamblado 3x70 + Nx70 mm,CO0-0T3X70(70),,
TUV0008,15,C,0,0,,Transformador  22kV 1F sumerg. 15 kVA,TUV-1S15,,
ESD0010,,,0,0,,Est. 240V 3 vías En volado Pasante,ESD-3OP,,
APO0314,400,C,0,12,C,Lum. 240V Na 400 W en poste con red aerea Autocontrolada pot. cte. C,APD-0PLCS400AC,48,
ECR0029,50,M,0,0,,Regulador de voltaje bobina múltiple 34.5kV 1F 50 kVA ctrl manual,ECR-1EM50,,
EST0043,,,0,0,,Est. 13 kV 1F Centrada Retención deriv. 1F Bandera Angular,EST-1CR+1BA,,
TUT0055,20,C,0,0,,Banco de 2 transformadores 13 kV 1F convenc. Frente muerto 20 kVA,TUT-3T20,,
ESV0051,,,0,0,,Est. 22 kV 2F Centrada Pasante deriv. 2F Centrada Retención,ESV-2CP+2CR,,
TUT0125,750,C,0,0,,Banco de 3 transformadores 13 kV 1F convenc. Frente muerto 750 kVA,TUT-3R750,,
TRR0352,20,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 20 KVA en poste,TRR-1B20,,
APO0637,250,C,0,12,,Lum. 240 V Na 250 W en poste con red subt hilo piloto pot. cte. A,APD-0SLAS250PC,30,
SST0015,,,0,0,,"Secc. red subt. 13kV 1F con barraje desc., 4 vias,  600 A",SST-1B4_600,,
ECS0048,501,M,0,0,,Regulador de voltaje bobina fija 6kV 3F 501 kVA ctrl manual,ECS-3RM501,,
COO0028,,,0,0,,Conductor AAAC 6201 #3/0 AWG,CO0-0D3/0,,
SDV0333,1020,,,,,SGDA 22kV 3F Fotovoltaica de 1020kW,SDV-3F1020,,
TRT0274,225,C,0,0,,Transformador 13 kV 3F conv. 225 kVA  en poste,TRT-3C225,,
COO0331,,,0,0,,Conductor Semiaislado o Ecológico Clase 15kV Al 4 AWG,CO0-0F4,,
TRS0255,40,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 40 KVA en cámara,TRS-2V40,,
APO0315,150,D,100,13,S,Lum. 240V Na 150 W en poste con red aerea  hilo piloto Dob. niv. pot. C,APD-0PLCS150PD,19.5,15
SDD0218,7.6,,,,,SGDA 220V 3F Fotovoltaica de 7.6kW,SDD-3F7.6,,
TRV0014,37.5,A,0,0,,Transformador 22 kV 1F autoproteg. 37.5 kVA en poste,TRV-1A37.5,,
APO0103,250,C,0,12,C,Lum. 240 V Hg 250 W  en poste con red aerea hilo piloto pot. cte. A,APD-0PLAM250PC,30,
SPR0120,,,0,0,,Secc. 34.5 kV 3F con interruptor 300A BIL 125,SPR-3I300_125,,
ECT0070,100,A,0,0,,Capacitor automático 13kV 1F 100kVAR,ECT-1A100,,
APO0948,240,C,0,10,,Lum. 240 V Led 240 W en fachada con red subt hilo piloto pot. cte. C,APD-0ALCL240PC,24,
EST0048,,,0,0,,Est. 13 kV 2F Centrada Pasante deriv. 2F Centrada Retención,EST-2CP+2CR,,
TUS0017,30,C,0,0,,Transformador  6kV 3F sumerg. 30 kVA,TUS-3S30,,
COO0070,,,0,0,,Conductor TTU Cu #4/0 AWG,CO0-0P4/0,,
POO2310,,,0,0,,Poste Hormigón armado Circular de 14m carga de rotura 1200kg,PO0-0HC14_1200,,
AOD0109,150,C,0,13,C,Lum. 240 V Ornamental Hg 150 W en poste Autocont. pot. cte.,AOD-0PLM150AC,19.5,
POO1202,,,0,0,,Poste Plástico fibra de vidrio Circular de 11m carga de rotura 400kg,PO0-0PC11_400,,
SPV0087,,,0,0,,Secc. 22kV 3F con reconectador 630A BIL 150,SPV-3R630_150,,
SPV0081,,,0,0,,Secc. 22kV 3F con interruptor 600A BIL 95,SPV-3I600_95,,
TUT0104,225,C,0,0,,Banco de 3 transformadores 13 kV 1F convenc. Frente muerto  225 kVA,TUT-3R225,,
TRT0105,137.5,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 137.5 KVA en poste,TRT-3B137.5,,
SPT0081,,,0,0,,Secc. 13kV 3F con interruptor 1250A BIL 125,SPT-3I1250_125,,
SPT0120,,,0,0,,Secc. 13kV 1F con seccionador fus. unipolar ab. disp. rompearco 300A,SPT-1E300,,
COO0109,,,0,0,,Conductor Clase 15kV Al 500 MCM,CO0-0Z500,,
APO0313,250,C,0,12,C,Lum. 240V Na 250 W en poste con red aerea Autocontrolada pot. cte.  C,APD-0PLCS250AC,30,
EU0035,,,,0,,Est.red subt.  pozo de 120x120x120 cm,EU0-0PC,,
SPR0010,,,0,0,,Secc. 34.5kV 1F con seccionador de cuchilla   con disp. rompearco 200A,SPR-1O200,,
SDT0300,160.78,,,,,"SGDA 13,8kV 3F Fotovoltaica de 160.78kW",SDT-3F160.78,,
TRV0228,47.5,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 47.5 kVA en poste,TRV-3B47.5,,
TRR0313,320,C,0,0,,Transformador 34.5 kV 3F conv. 320 kVA en cámara,TRR-3O320,,
POO5012,,,0,0,,Poste Hormigón armado rectangular de 16m carga de rotura 2000kg,PO0-0HR16_2000,,
APO0341,70,C,0,16,,Lum. 240 V Na 70 W en fachada con red preen hilo piloto pot. cte. C,APD-0FLCS70PC,11.2,
TRV0234,75,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 75 kVA en poste,TRV-3B75,,
TRR0042,75,C,0,0,,Transformador 34.5 kV 3F Pedestal o Padmounted 75KVA,TRR-3P75,,
TAE0004,,,0,0,,Tensor a tierra con tres o más cables ligados para tensar,TAE-0TT,,
TUT0062,60,C,0,0,,Banco de 2 transformadores 13 kV 1F convenc. Frente muerto 60 kVA,TUT-3T60,,
APO0364,150,C,0,13,,Lum. 240 V Na 150 W en fachada con red subt Autocontrolada pot. cte. C,APD-0ALCS150AC,19.5,
TRT0154,35,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 35 KVA en cámara,TRT-3I35,,
ESV0103,,,0,0,,Est. 22 kV 3F Bandera Angular deriv. 3F Bandera Retención,ESV-3BA+3BR,,
AOD0012,100,C,0,15,C,Lum. 240 V Ornamental Na 100 W en poste Autocont. pot. cte.,AOD-0PLS100AC,15,
ESS0053,,,0,0,,Est. 6 kV 3F Centrada Pasante deriv. 2F Centrada Retención,ESS-3CP+2CR,,
AOD0164,150,C,0,10,C,Proy. 240V Ornamental Led 150 W en piso  hilo piloto pot. Cte.,AOD-0IPL150PC,15,
TRT0010,5,A,0,0,,Transformador 13 kV 1F autoproteg. 5 kVA en poste,TRT-1A5,,
TAR0007,,,0,0,,Tensor en V a tierra Simple en redes de dist. 34.5 kV,TAR-0VS,,
TRS0223,35,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 35 KVA en poste,TRS-2B35,,
TRR0330,75,C,0,0,,Transformador 34.5 kV 2F conv. 75 kVA en cámara,TRR-2O75,,
SPV0113,,,0,0,,Secc. 22kV 1F con seccionador fus. unipolar ab. disp. rompearco 300A,SPV-1E300,,
ESR0042,,,0,0,,Est. 34.5 kV 1F Centrada Angular deriv. 1F Centrada Retención,ESR-1CA+1CR,,
SPV0095,,,0,0,,Secc. 22kV 3F con reconectador 1250A BIL 150,SPV-3R1250_150,,
TRV0122,750,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 750 kVA,TRV-3P750,,
TRT0119,87.5,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 87.5 KVA en poste,TRT-3N87.5,,
ESR0001,,,0,0,,Est. 34.5 kV 1F Centrada Pasante,ESR-1CP,,
TUV0051,250,C,0,0,,Transformador  22kV 3F  seco 250 kVA,TUV-3D250,,
TRV0244,175,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 175 kVA en poste,TRV-3B175,,
TRS0061,15,A,0,0,,Transformador 6 kV 2F autoproteg. 15 kVA en poste,TRS-2A25,,
AOD0110,125,C,0,13,C,Proy. 240 V Ornamental MH 125 W en poste Autocont. pot. cte.,AOD-0PPH125AC,16.25,
APO0707,180,C,0,10,,Lum. 240 V Led 180 W en poste con red preen Autocont. pot. cte. C,APD-0OLCL180AC,18,
SPD0016,,,0,0,,Secc. 240V 2F con fusible NH 800 A,SPD-2L800,,
TRS0234,65,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 65 KVA en poste,TRS-2B65,,
TRT0179,300,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 300 KVA en cámara,TRT-3I300,,
TRT0359,35,C,0,0,,Banco de 2 transformadores en paralelo 13 kV monofásicos 35 KVA en poste,TRT-1B35,,
APO0959,71,C,0,10,C,Lum. 127 V Led 71 W en poste con red aérea hilo piloto pot. cte. C,APC-0PLCL71PC,7.1,
POO9401,,,0,0,,Poste Hormigón armado Ornamental de 12m carga de rotura 350kg,PO0-0HO12_350,,
TRR0226,175,C,0,0,,Transformador 34.5 kV 3F conv. 175 kVA en poste,TRR-3C175,,
ESS0040,,,0,0,,Est. 6 kV 2F Centrada Pasante deriv. 2F Bandera Angular,ESS-2CP+2BA,,
